epoch,accuracy,loss,val_accuracy,val_loss
0,0.8920708298683167,0.26087430119514465,0.9266592860221863,0.19736582040786743
1,0.9325273633003235,0.1838437020778656,0.9371389150619507,0.1719532161951065
2,0.940862774848938,0.1624501347541809,0.9413870573043823,0.16053356230258942
3,0.9462477564811707,0.14917731285095215,0.9444741010665894,0.15299054980278015
4,0.9500077962875366,0.13973307609558105,0.9451314806938171,0.1519239842891693
