epoch,accuracy,loss,val_accuracy,val_loss
0,0.9218977093696594,0.19561998546123505,0.9447000026702881,0.14689044654369354
1,0.9499198794364929,0.13551422953605652,0.9501481652259827,0.1351117342710495
2,0.9579321146011353,0.1172918975353241,0.952049970626831,0.12950672209262848
3,0.9634946584701538,0.1040172204375267,0.9525296092033386,0.13063682615756989
4,0.9682901501655579,0.09293312579393387,0.9514444470405579,0.13662785291671753
