epoch,accuracy,loss,val_accuracy,val_loss
0,0.9014101624488831,0.23891581594944,0.9342722296714783,0.17329919338226318
1,0.9390468597412109,0.16215860843658447,0.9408684968948364,0.15643084049224854
2,0.9445937275886536,0.1490638554096222,0.9447703957557678,0.14724089205265045
3,0.9488447308540344,0.1381833702325821,0.94735187292099,0.1408376544713974
4,0.952395498752594,0.13012821972370148,0.9492944478988647,0.1368669718503952
